"TV Show ID","Series Title","Episode Sort Title","Episode Title","Year","Season","Episode","Content Rating","Summary","Rating","Studio","Originally Aired","Directors","Writers","Duration","Added","Updated","Media Video Resolution","Media Video Duration","Media Video Bitrate","Media Video Width","Media Video Height","Media Video Aspect Ratio","Media Video Audio Channels","Media Video Audio Codec","Media Video Video Codec","Media Video Container","Media Video FrameRate","Media Video Profile","Media Video Title"
"1706","Avatar: The Last Airbender","Fortuneteller","The Fortuneteller","2005","1","14","TV-Y7","When the group tries to help a man who
is being attacked by a platypus-bear,
they discover that the local town has a
fortuneteller named Aunt Wu in it, who
has been forecasting the town's fate for
years. But when Sokka and Aang discover
one of the fortuneteller's most vital
predictions is dead wrong, they have to
develop a plan to convince the stubborn
townspeople that their beloved Aunt Wu
was wrong.","7.7","Nickelodeon","2005-09-23","Dave Filoni","John O'Bryan - Aaron Ehasz","0:23:59","12/19/2015","12/19/2015","480","0:23:59","1335","718","480","1.33","2","ac3","h264","mkv","NTSC","main","N/A"
"1707","Avatar: The Last Airbender","N/A","Bato of the Water Tribe","2005","1","15","TV-Y7","Aang feels neglected as Katara and Sokka
reunite with Bato, an old friend of
their father’s from the South Pole. They
begin to reminisce on their times in the
past while they wait for a message to
arrive from their father; in which Aang
believes Katara and Sokka will abandon
him and go out to find their father
should the message arrive. However, when
the messenger gives Aang the message to
give to Bato, Aang betrays his friends
in a way Katara or Sokka could never
imagine. However, when Zuko recruits a
bounty hunter named Jun to track Aang
down, his friendship is put to the test
as he must deal with the fact that he
betrayed his friends while defending
himself from yet another fight.","7.6","Nickelodeon","2005-10-07","Giancarlo Volpe","Ian Wilcox","0:23:56","12/19/2015","12/19/2015","480","0:23:56","1442","718","480","1.33","2","ac3","h264","mkv","NTSC","main","N/A"
"1708","Avatar: The Last Airbender","Deserter","The Deserter","2005","1","16","TV-Y7","When Aang and his friends go to a Fire
Nation town so that Aang can witness
some firebending, their plan soon goes
awry when it’s discovered that he is the
Avatar. Fortunately, he’s rescued by an
individual who serves a firebending
master named Jeong Jeong who has
abandoned the Fire Nation, so Aang
attempts to use this time to attempt to
learn how to firebend. However, when the
firebending master refuses to even see
Aang, will Aang be able to prove he’s
ready to learn how to firebend despite
the fact that he lacks discipline?","7.6","Nickelodeon","2005-10-21","Lauren MacMullan - Zach Tyler Eisen -
Mae Whitman","Tim Hedrick","0:23:59","12/19/2015","12/19/2015","480","0:23:59","1331","718","480","1.33","2","ac3","h264","mkv","NTSC","main","N/A"
"1709","Avatar: The Last Airbender","Northern Air Temple","The Northern Air Temple","2005","1","17","TV-Y7","When Aang and his friends hear rumors
about surviving airbenders, they decide
to stop by the Northern Air Temple on
their way to the North Pole to see for
themselves. What they find is a bunch of
people who are not airbenders, but have
mastered the art of gliding; though this
upsets Aang because they have been
defacing the temple. However, there was
one part of the temple where nobody has
been able to enter, and what Aang and
his friends discover inside spells
oncoming conflict.","8.0","Nickelodeon","2005-11-04","Dave Filoni","Elizabeth Welch Ehasz","0:23:50","12/19/2015","12/19/2015","480","0:23:50","1461","718","480","1.33","2","ac3","h264","mkv","NTSC","main","N/A"
"1710","Avatar: The Last Airbender","Waterbending Master","The Waterbending Master","2005","1","18","TV-Y7","When Aang tries to find the north pole,
he is found by the north pole
instead.When they are taken there Aang
and Katara are eager to find a water
bending master only to find that girls
are not allowed to learn waterbending.","7.5","Nickelodeon","2005-11-18","Giancarlo Volpe - Jack DeSena - Mae
Whitman","Michael Dante DiMartino","0:24:01","12/19/2015","12/19/2015","480","0:24:01","1468","718","480","1.33","2","ac3","h264","mkv","NTSC","main","N/A"
"1711","Avatar: The Last Airbender","Siege of the North (1)","The Siege of the North (1)","2005","1","19","TV-Y7","In the first half of the two-part season
finale, Zhao begins to launch his attack
against the Northern Water Tribe.  As
the walls of the prestiged city begin to
fall, the Avatar taps into the spirit
world and seeks the help of one of the
oldest spirits, in hopes of saving one
of the most prominent areas of the
world.","8.0","Nickelodeon","2005-12-02","Lauren MacMullan - Jack DeSena - Mae
Whitman","John O'Bryan","0:23:51","12/19/2015","12/19/2015","480","0:23:51","1502","718","480","1.33","2","ac3","h264","mkv","NTSC","main","N/A"
"1712","Avatar: The Last Airbender","Siege of the North (2)","The Siege of the North (2)","2005","1","20","TV-Y7","Aang returns from the spirit world to a
big surprise. Meanwhile, Zhao and his
forces continue to press deeper into the
Northern Water Tribe. What could
possibly stop the fire nation from
destroying this tranquil region?  If
Zhao has his way, nothing.  Also, Iroh
makes a powerful stand and Zuko
struggles to keep his plan intact.","8.3","Nickelodeon","2005-12-02","Dave Filoni - Dante Basco - Jack DeSena","Aaron Ehasz","0:24:01","12/19/2015","12/19/2015","480","0:24:01","1473","718","480","1.33","2","ac3","h264","mkv","NTSC","main","N/A"
"2811","The Big Bang Theory","N/A","Pilot","2007","1","1","TV-PG","Brilliant physicist roommates Leonard
and Sheldon meet their new neighbor
Penny, who begins showing them that as
much as they know about science, they
know little about actual living.","7.7","CBS","2007-09-24","James Burrows","Chuck Lorre - Bill Prady","0:22:25","01/26/2016","01/26/2016","sd","0:22:25","1087","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"2810","The Big Bang Theory","Big Bran Hypothesis","The Big Bran Hypothesis","2007","1","2","TV-PG","Leonard volunteers to sign for a package
in an attempt to make a good impression
on Penny, but when he enlists Sheldon
for help, his attempt at chivalry goes
terribly awry.","7.7","CBS","2007-10-01","Mark Cendrowski","Chuck Lorre - Bill Prady","0:20:31","01/26/2016","01/26/2016","sd","0:20:31","1192","624","352","1.78","2","mp3","mpeg4","avi","24p","advanced simple","N/A"
"2809","The Big Bang Theory","Fuzzy Boots Corollary","The Fuzzy Boots Corollary","2007","1","3","TV-PG","Leonard asks a woman out after he finds
out that Penny is seeing someone.","7.4","CBS","2007-10-08","Mark Cendrowski","Chuck Lorre - Bill Prady - Steven Molaro","0:21:30","01/26/2016","01/26/2016","sd","0:21:30","1138","624","352","1.78","2","mp3","mpeg4","avi","24p","advanced simple","N/A"
"2808","The Big Bang Theory","Luminous Fish Effect","The Luminous Fish Effect","2007","1","4","TV-PG","Sheldon's getting fired forces him to
explore what life has to offer outside
physics, leaving Leonard to take drastic
action to snap his friend out of his
funk.","7.6","CBS","2007-10-15","Bob Koherr","Chuck Lorre - Bill Prady - David Litt","0:20:09","01/26/2016","01/26/2016","sd","0:20:09","1214","624","352","1.78","2","mp3","mpeg4","avi","24p","advanced simple","N/A"
"2807","The Big Bang Theory","Hamburger Postulate","The Hamburger Postulate","2007","1","5","TV-PG","Fearing he's wasting his time on Penny,
Leonard ends up making a connection with
Leslie.","7.6","CBS","2007-10-22","Andrew D. Weyman","Steven Molaro - Jennifer Glickman -
David Goetsch","0:19:41","01/26/2016","01/26/2016","sd","0:19:41","1243","624","352","1.78","2","mp3","mpeg4","avi","24p","advanced simple","N/A"
"2806","The Big Bang Theory","Middle Earth Paradigm","The Middle Earth Paradigm","2007","1","6","TV-PG","Penny hosts a Hallowe'en party, putting
Leonard, Sheldon, Wolowitz, and
Koothrappali through a new test of their
social skills.","7.7","CBS","2007-10-29","Mark Cendrowski","David Goetsch","0:20:31","01/26/2016","01/26/2016","sd","0:20:31","1186","624","352","1.78","2","mp3","mpeg4","avi","24p","advanced simple","N/A"
"2805","The Big Bang Theory","Dumpling Paradox","The Dumpling Paradox","2007","1","7","TV-PG","With Wolowitz AWOL with one of her
friends, Penny's recruited to fill in
for him on the guys' Halo team","7.7","CBS","2007-11-05","Mark Cendrowski","Bill Prady - Chuck Lorre","0:20:41","01/26/2016","01/26/2016","sd","0:20:41","1183","624","352","1.78","2","mp3","mpeg4","avi","24p","advanced simple","N/A"
"2804","The Big Bang Theory","Grasshopper Experiment","The Grasshopper Experiment","2007","1","8","TV-PG","Raj's parents set him up on a blind
date, but just when he discovers he can
talk to her, she shows interest in
Sheldon.","7.7","CBS","2007-11-12","Ted Wass","David Goetsch - Steven Molaro","0:19:42","01/26/2016","01/26/2016","sd","0:19:42","1241","624","352","1.78","2","mp3","mpeg4","avi","24p","advanced simple","N/A"
"2803","The Big Bang Theory","Cooper-Hofstadter Polarization","The Cooper-Hofstadter Polarization","2008","1","9","TV-PG","When they're invited to present at a
physics conference, Sheldon's reluctance
to share the credit leads to a tiff
between him and  Leonard, and Penny's
intervention only exacerbates the
situation.","7.6","CBS","2008-03-17","Joel Murray","Bill Prady - Stephen Engel","0:18:56","01/26/2016","01/26/2016","sd","0:18:56","1292","624","352","1.78","2","mp3","mpeg4","avi","24p","advanced simple","N/A"
"2802","The Big Bang Theory","Loobenfeld Decay","The Loobenfeld Decay","2008","1","10","TV-PG","Leonard and Sheldon each lie to avoid
seeing Penny's concert, but Sheldon's is
a bit too complicated for his own good.","7.6","CBS","2008-03-24","Mark Cendrowski","Chuck Lorre","0:20:12","01/26/2016","01/26/2016","sd","0:20:12","1204","624","352","1.78","2","mp3","mpeg4","avi","24p","advanced simple","N/A"
"2801","The Big Bang Theory","Pancake Batter Anomaly","The Pancake Batter Anomaly","2008","1","11","TV-PG","With his friends knowing how sour he
acts when sick—and avoiding him as a
result—Sheldon is nursed by Penny, who
hasn't a clue what she's in for.","7.5","CBS","2008-03-31","Mark Cendrowski","Chuck Lorre - Lee Aronsohn","0:21:29","01/26/2016","01/26/2016","sd","0:21:29","1140","640","368","1.78","2","mp3","mpeg4","avi","24p","advanced simple","N/A"
"796","Black Sails","N/A","I.","2014","1","1","TV-MA","Whilst facing threats on all sides,
including a possible mutiny, Captain
Flint hires a young sailor named John
Silver, who hides his most precious
possession. As the Royal Navy gets ever
more powerful, Eleanor keeps order on
New Providence.","7.6","Starz!","2014-01-25","Neil Marshall","Jonathan E. Steinberg - Robert Levine","1:04:52","08/30/2015","02/11/2016","720","1:04:52","4280","1280","720","1.78","6","ac3","h264","mkv","24p","high","N/A"
"1586","Black Sails","N/A","II.","2014","1","2","TV-MA","Flint discovers a thief amongst his
crew. Eleanor must make a difficult
decision. John hides with Max, inside a
brothel.","7.3","Starz!","2014-02-01","Sam Miller","Jonathan E. Steinberg - Robert Levine","0:51:55","11/28/2015","02/11/2016","720","0:51:55","3601","1280","720","1.78","6","ac3","h264","mkv","24p","high","N/A"
"1089","Black Sails","N/A","III.","2014","1","3","TV-MA","While Flint and Gates realise they need
help to find the Urca d'Lima, John and
Billy have to increase the crew's
morale. Vane impresses Eleanor and Gates
receives a promotion.","7.2","Starz!","2014-02-08","Neil Marshall","Jonathan E. Steinberg - Robert Levine","0:57:41","11/13/2015","02/11/2016","720","0:57:41","4550","1280","720","1.78","6","ac3","h264","mkv","24p","high","N/A"
"1091","Black Sails","N/A","IV.","2014","1","4","TV-MA","Captain Flint is warned about Billy.
Vane encounters someone from his past.
Eleanor asks her father for help. The
crew of The Walrus suffer a disastrous
undertaking.","7.1","Starz!","2014-02-15","Sam Miller","Brad Kane","0:58:39","11/13/2015","02/11/2016","720","0:58:39","3710","1280","720","1.78","6","ac3","h264","mkv","24p","high","N/A"
"792","Black Sails","N/A","V.","2014","1","5","TV-MA","Bonny confesses. Rackham makes a life-
altering decision. Richard forces
Eleanor's hand. A chess match is
organized for Flint and the Walrus crew.","7.4","Starz!","2014-02-22","Marc Munden","Doris Egan","0:55:02","08/30/2015","02/11/2016","720","0:55:02","3778","1280","720","1.78","6","ac3","h264","mkv","24p","high","N/A"
"1090","Black Sails","N/A","VI.","2014","1","6","TV-MA","Chasing the Andromache is a pricey
endeavor. Eleanor needs help from
Silver. Billy believes Gates should
confront Flint. Bonny takes a stand.","7.3","Starz!","2014-03-01","T.J. Scott","Heather Bellson","0:55:00","11/13/2015","02/11/2016","720","0:55:00","2757","1280","720","1.78","6","ac3","h264","mkv","24p","high","N/A"
"790","Black Sails","N/A","VII.","2014","1","7","TV-MA","Flint comes clean with Gates. Randall's
actions cause problems for Silver.
Eleanor suffers a loss. Max helps
Rackham. Vane faces his biggest
challenge.","7.4","Starz!","2014-03-08","Marc Munden","Michael Angeli","0:56:00","08/30/2015","02/11/2016","720","0:56:00","3573","1280","720","1.78","6","ac3","h264","mkv","24p","high","N/A"
"789","Black Sails","N/A","VIII.","2014","1","8","TV-MA","The hunt for the Urca begins. Things
change for Eleanor. Bonny and Rackham
are haunted by their past sins.","7.6","Starz!","2014-03-15","T.J. Scott","Jonathan E. Steinberg - Robert Levine","0:56:35","08/30/2015","02/11/2016","720","0:56:35","3934","1280","720","1.78","6","ac3","h264","mkv","24p","high","N/A"
"1585","Black Sails","N/A","IX.","2015","2","1","TV-MA","The Walrus crew is stranded, with an
army of Spanish soldiers standing
between them and the precious Urca gold.
With their crimes against their brethren
no longer a secret, Flint and Silver
must join forces in a desperate bid for
survival.","7.3","Starz!","2015-01-24","Steve Boyum","Jonathan E. Steinberg - Robert Levine","0:52:19","11/28/2015","02/11/2016","sd","0:52:19","1213","720","404","1.78","2","aac","h264","mp4","24p","high","N/A"
"1578","Black Sails","N/A","X.","2015","2","2","TV-MA","Flint gives Dufresne some advice. Silver
must make himself indispensable. Eleanor
is asked to depose a captain. Rackham
gets ambitious.","7.2","Starz!","2015-01-31","Clark Johnson","Michael S. Chernuchin","0:56:51","11/28/2015","02/11/2016","sd","0:56:51","1021","720","404","1.78","2","aac","h264","mp4","24p","high","N/A"
"1577","Black Sails","N/A","XI.","2015","2","3","TV-MA","Flint returns to Nassau and encounters a
dilemma; Eleanor turns to an unlikely
source for help; Rackham works to
restore his reputation; Vane gets an
unexpected prize.","7.3","Starz!","2015-02-07","Stefan Schwartz","","0:55:36","11/28/2015","02/11/2016","sd","0:55:36","1016","720","404","1.78","2","aac","h264","mp4","24p","high","N/A"
"1584","Black Sails","N/A","XII.","2015","2","4","TV-MA","Flint threatens Vane. Eleanor chooses a
side. Rackham learns what Max is capable
of. Silver reunites with an old friend.","6.9","Starz!","2015-02-14","Clark Johnson","Jonathan E. Steinberg - Robert Levine","0:55:53","11/28/2015","02/11/2016","sd","0:55:53","921","720","404","1.78","2","aac","h264","mp4","24p","high","N/A"
"1580","Black Sails","N/A","XIII.","2015","2","5","TV-MA","Miranda embarks on a journey to save the
island. Eleanor opens old wounds.
Rackham sniffs around a big secret. Vane
must take matters into his own hands.","7.2","Starz!","2015-02-21","Alik Sakharov","Heather Bellson","0:54:11","11/28/2015","02/11/2016","sd","0:54:11","901","720","404","1.78","2","aac","h264","mp4","24p","high","N/A"
"1581","Black Sails","N/A","XIV.","2015","2","6","TV-MA","Eleanor brokers a peace. Rackham learns
the hard way. Flint breaks a promise.
Bonny loses control.","7.2","Starz!","2015-02-28","Michael Nankin","","0:56:33","11/28/2015","02/11/2016","sd","0:56:33","1089","720","404","1.78","2","aac","h264","mp4","24p","high","N/A"
"1579","Black Sails","N/A","XV.","2015","2","7","TV-MA","Max cleans up after a massacre. News
from the outside world changes
everything for Flint and Silver. Eleanor
risks her life for the sake of her
future. Bonny faces a crossroads.
Dufresne pushes Billy to act.","7.3","Starz!","2015-03-07","Alik Sakharov","","0:57:01","11/28/2015","02/11/2016","sd","0:57:01","891","720","404","1.78","2","aac","h264","mp4","24p","high","N/A"
"1582","Black Sails","N/A","XVI.","2015","2","8","TV-MA","Flint and Miranda prepare for the worst.
Silver has his eyes opened. Eleanor
discovers Max's secret. Vane makes his
move.","7.5","Starz!","2015-03-14","Steve Boyum","","0:50:49","11/28/2015","02/11/2016","sd","0:50:49","951","720","404","1.78","2","aac","h264","mp4","24p","high","N/A"
"1583","Black Sails","N/A","XVII.","2015","2","9","TV-MA","Flint and Miranda come to grips with
their past. Bonny makes clear her
intentions to Rackham. Vane collects a
huge prize. Eleanor issues a declaration
of war.","7.8","Starz!","2015-03-21","Lukas Ettlin","Brad Kane","0:58:04","11/28/2015","02/11/2016","sd","0:58:04","713","720","404","1.78","2","aac","h264","mp4","24p","high","N/A"
"2831","Black Sails","N/A","XX.","2016","3","2","TV-MA","","6.8","Starz!","2016-01-30","Lukas Ettlin","","0:55:01","02/11/2016","02/11/2016","1080","0:55:01","5300","1908","1068","1.78","6","ac3","h264","mkv","24p","high","N/A"
"2830","Black Sails","N/A","XXI.","2016","3","3","TV-MA","","7.5","Starz!","2016-02-06","Stefan Schwartz","","0:57:00","02/11/2016","02/11/2016","1080","0:57:00","6015","1920","1080","1.78","6","ac3","h264","mkv","PAL","high","N/A"
"713","Blunt Talk","N/A","I Seem to Be Running Out of Dreams for
Myself","2015","1","1","TV-MA","An opinionated British broadcaster in
Los Angeles has a drunken escapade which
lands him in jail, leaving him
scrambling to save his cable news show
from cancellation.","8.3","Starz!","2015-08-22","Tristram Shapeero","Jonathan Ames","0:30:12","08/25/2015","12/31/2015","sd","0:30:12","885","720","404","1.78","2","aac","h264","mp4","24p","high","N/A"
"714","Blunt Talk","N/A","I Experience Shame and Anticipate
Punishment","2015","1","2","TV-MA","Walter blows a chance to cover a storm
that could give his career a shot in the
arm, so his staff formulates a backup
plan, while Harry considers making a big
sacrifice to save Walter's career.","8.3","Starz!","2015-08-29","Tristram Shapeero","Jonathan Ames","0:30:44","08/25/2015","12/31/2015","sd","0:30:44","847","720","404","1.78","2","aac","h264","mp4","24p","main","N/A"
"389","Broadchurch","N/A","Episode 1","2015","2","1","TV-14","Joe Miller's arraignment opens painful
wounds for the community of Broadchurch.
Detective Hardy is forced to confront
ghosts from his past.","8.0","ITV1","2015-01-05","James Strong","Chris Chibnall","0:44:12","03/05/2015","12/31/2015","sd","0:44:12","774","720","404","1.78","2","aac","h264","mp4","PAL","high","N/A"
"388","Broadchurch","N/A","Episode 2","2015","2","2","TV-14","The townspeople struggle to come to
terms with recent events, and shock
waves reverberate through Broadchurch.
What will the impact be on the Latimers?
Meanwhile, Paul continues his secret
meetings and Hardy must face a figure
from his past.","7.0","ITV1","2015-01-12","James Strong","Chris Chibnall","0:45:21","03/05/2015","12/31/2015","sd","0:45:21","771","720","404","1.78","2","aac","h264","mp4","PAL","high","N/A"
"387","Broadchurch","N/A","Episode 3","2015","2","3","TV-14","Hardy faces a race against time as Ellie
discovers a startling new piece of
evidence, forcing them to reassess their
suspicions. Meanwhile, with DS Miller
coming under intense pressure from all
sides, life for Mark and Beth is about
to change for ever.","7.0","ITV1","2015-01-19","Jessica Hobbs","Chris Chibnall","0:45:15","03/05/2015","12/31/2015","sd","0:45:15","744","720","404","1.78","2","aac","h264","mp4","PAL","high","N/A"
"386","Broadchurch","N/A","Episode 4","2015","2","4","TV-14","Miller is struggling to control her
sister Lucy amid family tensions, Alec
must confront his demons, and Mark
Latimer has to make a decision.","8.0","ITV1","2015-01-26","Jessica Hobbs","Chris Chibnall","0:46:07","03/05/2015","12/31/2015","sd","0:46:07","757","720","404","1.78","2","aac","h264","mp4","PAL","high","N/A"
"385","Broadchurch","N/A","Episode 5","2015","2","5","TV-14","As Hardy and Ellie continue their
unofficial investigation into the
Sandbrook case, new information forces
them to re-evaluate the things they
believe - is it possible that they've
been wrong about everything so far?
Barrister Sharon receives unexpected
help, while local reporter Olly Stevens
gets a major scoop.","7.2","ITV1","2015-02-02","Jonathan Teplitzky","Chris Chibnall","0:45:52","03/05/2015","12/31/2015","sd","0:45:52","1205","704","396","1.78","2","aac","h264","mp4","PAL","main","N/A"
"384","Broadchurch","N/A","Episode 6","2015","2","6","TV-14","Ellie tries to wrest back control, and
time is running out for Alec Hardy.
Meanwhile, Beth Latimer has to face an
emotional ordeal alone.","7.2","ITV1","2015-02-09","Jonathan Teplitzky","Chris Chibnall","0:46:56","03/05/2015","12/31/2015","sd","0:46:56","765","720","404","1.78","2","aac","h264","mp4","PAL","high","N/A"
"383","Broadchurch","N/A","Episode 7","2015","2","7","TV-14","A trap is set, but it remains to be seen
whether it will have the desired result.
Paul steps in to help a figure in
distress, and in a turn of events she
could never have foreseen, Ellie finds
herself exposed and alone.","7.3","ITV1","2015-02-16","Mike Barker","Chris Chibnall","0:45:18","03/05/2015","12/31/2015","sd","0:45:18","707","720","404","1.78","2","aac","h264","mp4","PAL","high","N/A"
"382","Broadchurch","N/A","Episode 8","2015","2","8","TV-14","Decisions are made, truths are revealed,
and lives in Broadchurch are changed
forever.","6.6","ITV1","2015-02-23","Mike Barker","Chris Chibnall","0:45:58","03/05/2015","12/31/2015","sd","0:45:58","668","720","404","1.78","2","aac","h264","mp4","PAL","high","N/A"
