"Media ID","Title","Sort title","Studio","Content Rating","Year","Rating","Summary","Genres","View Count","Last Viewed at","Tagline","Release Date","Writers","Country","Duration","Directors","Roles","IMDB Id","Labels","Locked Fields","Extras","Collections","Original Title","Added","Updated","Audio Languages","Audio Title","Subtitle Languages","Subtitle Title","Subtitle Codec","Video Resolution","Bitrate","Width","Height","Aspect Ratio","Audio Channels","Audio Codec","Video Codec","Container","Video FrameRate"
"2618","The 40 Year Old Virgin","40 Year Old Virgin","Universal Pictures","R","2005","6.1","Andy Stitzer has a pleasant life with a
nice apartment and a job stamping
invoices at an electronics store. But at
age 40, there's one thing Andy hasn't
done, and it's really bothering his sex-
obsessed male co-workers: Andy is still
a virgin. Determined to help Andy get
laid, the guys make it their mission to
de-virginize him. But it all seems
hopeless until Andy meets small business
owner Trish, a single mom.","Comedy - Romance","N/A","N/A","The longer you wait, the harder it gets.","2005-08-11","Judd Apatow - Steve Carell","USA","2:12:27","Judd Apatow","Steve Carell - Catherine Keener - Paul
Rudd - Romany Malco - Seth Rogen - Jane
Lynch - Leslie Mann - Elizabeth Banks -
Stormy Daniels - Kat Dennings - Jonah
Hill - Mindy Kaling","edb://6957","","","0","","N/A","01/19/2016","01/19/2016","N/A","N/A","","","","sd","742","640","352","1.85","6","aac","h264","mp4","24p"
"2453","Accepted","N/A","Universal Pictures","PG-13","2006","6.2","A high school slacker who's rejected by
every school he applies to opts to
create his own institution of higher
learning, the South Harmon Institute of
Technology, on a rundown piece of
property near his hometown.","Comedy","N/A","N/A","When every college turned them down. . .
they made one up.","2006-08-18","Adam Cooper - Bill Collage - Mark Perez","USA","1:33:05","Steve Pink","Justin Long - Jonah Hill - Blake Lively
- Adam Herschman - Columbus Short -
Maria Thayer - Lewis Black - Mark Derwin
- Ann Cusack - Hannah Marks - Robin Lord
Taylor - Diora Baird - Lisa Gleave - Joe
Hursley - Jeremy Howard - Anthony Heald
- Ross Patterson - Greg Sestero","edb://9788","","","0","","N/A","01/19/2016","01/19/2016","N/A","N/A","","","","sd","1053","620","256","2.35","2","mp3","mpeg4","avi","24p"
"2408","Ace Ventura: Pet Detective","N/A","Morgan Creek Productions","PG-13","1994","6.2","He's Ace Ventura: Pet Detective. Jim
Carrey is on the case to find the Miami
Dolphins' missing mascot and quarterback
Dan Marino. He goes eyeball to eyeball
with a man-eating shark, stakes out the
Miami Dolphins and woos and wows the
ladies. Whether he's undercover, under
fire or underwater, he always gets his
man . . . or beast!","Comedy - Mystery","N/A","N/A","He's the best there is! (Actually, he's
the only one there is.)","1994-02-04","Jack Bernstein - Jim Carrey - Tom
Shadyac","USA","1:26:00","Tom Shadyac","Jim Carrey - Sean Young - Courteney Cox
- Tone-Lōc - Dan Marino - Noble
Willingham - Troy Evans - Raynor Scheine
- Udo Kier - Frank Adonis - Tiny Ron
Taylor - John Capodice","edb://3049","","","0","","N/A","01/04/2016","01/04/2016","eng - eng","DD5.1 - Commentary w/ Directory Tom
Shadyac","eng - ger - spa - fre","N/A - N/A - N/A - N/A","srt - srt - srt - srt","720","8974","1280","720","1.78","6","ac3","h264","mkv","24p"
"2407","Ace Ventura: When Nature Calls","N/A","O Entertainment","PG-13","1995","6.0","Summoned from an ashram in Tibet, Ace
finds himself on a perilous journey into
the jungles of Africa to find Shikaka,
the missing sacred animal of the
friendly Wachati tribe. He must
accomplish this before the wedding of
the Wachati's Princess to the prince of
the warrior Wachootoos. If Ace fails,
the result will be a vicious tribal war.","Comedy","N/A","N/A","New animals. New adventures. Same hair.","1995-11-10","Steve Oedekerk","USA","1:34:03","Steve Oedekerk","Jim Carrey - Ian McNeice - Simon Callow
- Maynard Eziashi - Bob Gunton - Sophie
Okonedo - Tommy Davidson - Adewale
Akinnuoye-Agbaje - Danny D. Daniels -
Sam Motoana Phillips - Damon Standifer -
Andrew Steel - Bruce Spence - Tom Grunke
- Arsenio 'Sonny' Trinidad","edb://9273","","","0","","N/A","01/04/2016","01/04/2016","eng","DD5.0","eng - ger - fre - por - spa - spa","N/A - N/A - N/A - N/A - (Castilian) -
(Latin American)","srt - srt - srt - srt - srt - srt","720","8715","1280","534","2.35","5","ac3","h264","mkv","24p"
"2286","Agent Carter","N/A","Marvel Studios","N/A","2013","7.5","The film takes place one year after the
events of Captain America: The First
Avenger, in which Agent Carter, a member
of the Strategic Scientific Reserve, is
in search of the mysterious Zodiac.","Action - Adventure - Science Fiction -
Fantasy","N/A","N/A","In an all-new Captain America adventure","2013-09-23","","USA","0:15:29","Louis D'Esposito","Hayley Atwell - Dominic Cooper - Greg
Haines - Neal McDonough - Bradley
Whitford - Shane Black - Tim Trobec -
Jon Barinholtz","edb://211387","","","0","","N/A","01/04/2016","01/04/2016","eng","N/A","ara - ara - bul - dut - fre - gre - rus
- ukr","N/A - N/A - N/A - N/A - N/A - N/A - N/A
- N/A","pgs - pgs - pgs - pgs - pgs - pgs - pgs
- pgs","1080","9422","1920","800","2.35","8","dca-ma","h264","mkv","24p"
"2784","Agent Cody Banks","N/A","Metro-Goldwyn-Mayer (MGM)","PG","2003","4.8","Recruited by the U.S. government to be a
special agent, nerdy teenager Cody Banks
must get closer to cute classmate
Natalie in order to learn about an evil
plan hatched by her father. But despite
the agent persona, Cody struggles with
teen angst.","Action - Adventure - Comedy - Family","N/A","N/A","Save the world. Get the girl. Pass math.","2003-03-14","Ashley Edward Miller - Zack Stentz -
Scott Alexander - Larry Karaszewski","Canada - USA","1:42:09","Harald Zwart","Frankie Muniz - Hilary Duff - Angie
Harmon - Keith David - Cynthia Stevenson
- Noel Fisher - Darrell Hammond - Martin
Donovan","edb://10923","","","0","","N/A","01/19/2016","01/19/2016","N/A","N/A","","","","sd","953","576","240","2.35","2","mp3","mpeg4","avi","24p"
"2783","Agent Cody Banks 2: Destination London","N/A","Metro-Goldwyn-Mayer (MGM)","PG","2004","5.4","With all-new gadgets, high-flying
action, exciting chases and a
wisecracking new handler, Derek (Anthony
Anderson), Cody has to retrieve the
device before the world's leaders fall
under the evil control of a diabolical
villain.","Action - Comedy - Family","N/A","N/A","Adventure is an attitude.","2004-12-03","Don Rhymer","USA","1:40:08","Kevin Allen","Frankie Muniz - Anthony Anderson -
Hannah Spearritt - Alfie Allen","edb://17047","","","0","","N/A","01/19/2016","01/19/2016","N/A","N/A","","","","sd","977","560","240","2.35","2","mp3","mpeg4","avi","24p"
"2452","Airplane!","N/A","Paramount Pictures","PG","1980","6.8","Still craving for the love of his life,
ex-Air Force pilot Ted Striker follows
Elaine onto the flight that she is
working on as cabin crew. Elaine doesn't
want to be with Ted anymore, but when
the crew and passengers fall ill from
food poisoning, Ted might be the only
one who can save them.","Comedy - Romance","N/A","N/A","What's slower than a speeding bullet,
and able to hit tall buildings at a
single bound?","1980-07-02","Jim Abrahams - David Zucker - Jerry
Zucker","USA","1:24:08","Jim Abrahams - David Zucker - Jerry
Zucker","Robert Hays - Julie Hagerty - Kareem
Abdul-Jabbar - Lloyd Bridges - Peter
Graves - Leslie Nielsen - Lorna
Patterson - Robert Stack - Stephen
Stucker - Jim Abrahams - Frank Ashmore -
Jonathan Banks - Craig Berenson -
Barbara Billingsley - Lee Bryant - Joyce
Bulifant - Mae E. Campbell - Ethel
Merman - Jimmie Walker - Jill Whelan -
Kitten Natividad - Nora Meerbaum","edb://813","","","0","","N/A","01/19/2016","01/19/2016","N/A","N/A","","","","sd","1157","608","352","1.78","2","mp3","mpeg4","avi","PAL"
"2406","Alexander and the Terrible, Horrible, No
Good, Very Bad Day","N/A","Walt Disney Pictures","PG","2014","6.3","Alexander's day begins with gum stuck in
his hair, followed by more calamities.
Though he finds little sympathy from his
family and begins to wonder if bad
things only happen to him, his mom, dad,
brother, and sister all find themselves
living through their own terrible,
horrible, no good, very bad day.","Family - Comedy","N/A","N/A","Get ready for the best worst day of your
life.","2014-10-10","Rob Lieber","USA","1:21:14","Miguel Arteta","Bella Thorne - Steve Carell - Jennifer
Garner - Dick Van Dyke - Jennifer
Coolidge - Megan Mullally - Kerris
Dorsey - Donald Glover - Burn Gorman -
Dylan Minnette - Toni Trucks - Jesse
Garcia - Mary Mouser - Samantha Logan -
Eric Edelstein - Reese C. Hartwig - Ed
Oxenbould - Joel Johnstone","edb://218778","","","0","","N/A","01/04/2016","01/04/2016","eng","N/A","eng","N/A","srt","720","6022","1280","536","2.35","6","dca","h264","mkv","24p"
"2405","Alice in Wonderland","N/A","Walt Disney","G","1951","6.7","On a golden afternoon, young Alice
follows a White Rabbit, who disappears
down a nearby rabbit hole. Quickly
following him, she tumbles into the
burrow - and enters the merry, topsy-
turvy world of Wonderland! Memorable
songs and whimsical escapades highlight
Alice's journey, which culminates in a
madcap encounter with the Queen of
Hearts - and her army of playing cards!","Music - Animation - Family - Fantasy -
Adventure","N/A","N/A","A world of wonders in One Great Picture","1951-07-26","Winston Hibler - Ted Sears - Bill Peet -
Erdman Penner - Joe Rinaldi - Milt Banta
- William Cottrell - Dick Kelsey - Joe
Grant - Dick Huemer - Del Connell - Tom
Oreb - John Walbridge","USA","1:15:16","Clyde Geronimi - Wilfred Jackson -
Hamilton Luske","Kathryn Beaumont - Verna Felton - Ed
Wynn - Richard Haydn - Sterling Holloway
- Jerry Colonna - J. Pat O'Malley - Bill
Thompson - Heather Angel - Joseph Kearns
- Larry Grey - Queenie Leonard - Dink
Trout - Doris Lloyd - James MacDonald","edb://12092","","","0","","N/A","01/04/2016","01/04/2016","eng","N/A","","","","1080","2335","1424","1080","1.33","2","aac","h264","mp4","24p"
"2451","Aliens vs Predator: Requiem","N/A","20th Century Fox","R","2007","5.0","A sequel to 2004's Alien vs. Predator,
the iconic creatures from two of the
scariest film franchises in movie
history wage their most brutal battle
ever - in our own backyard. The small
town of Gunnison, Colorado becomes a war
zone between two of the deadliest extra-
terrestrial life forms - the Alien and
the Predator. When a Predator scout ship
crash-lands in the hills outside the
town, Alien Facehuggers and a hybrid
Alien/Predator are released and begin to
terrorize the town.","Fantasy - Action - Science Fiction -
Thriller - Horror","N/A","N/A","The Last Place On Earth We Want To Be Is
In The Middle","2007-12-25","Shane Salerno","USA","1:41:04","Colin Strause - Greg Strause","Steven Pasquale - Reiko Aylesworth -
John Ortiz - Ariel Gade - Sam Trammell -
Kristen Hager - Robert Joy - David
Paetkau - Tom Woodruff Jr. - Ian Whyte -
Chelah Horsdal - Meshach Peters - Matt
Ward - Gina Holden - Kurt Max Runte -
Liam James - Ty Olsson - Chris William
Martin - Rekha Sharma - Catherine Lough
Haggquist","edb://440","","","0","","N/A","01/19/2016","01/19/2016","N/A","N/A","","","","sd","970","704","288","2.35","2","mp3","mpeg4","avi","24p"
"2404","All in Good Taste","N/A","Manesco Films","N/A","1983","N/A","A filmmaker is upset to find out that
his wholesome script about an orphan and
his dog has been warped into a film
about ... strippers?!!","Comedy","N/A","N/A","Crazy... Zany... Surreal...","1983-05-06","Anthony Kramreither - Rick Green -
Robert C. Diez d'Aux","Canada","1:24:24","Anthony Kramreither","Jim Carrey - Jonathan Welsh - Harvey
Atkin - Jack Creley - James B. Douglas -
Joanne Kirwan-Clarke - Linda Rennhofer -
Don Cullen - John Kozak","edb://79679","","","0","","N/A","01/04/2016","01/04/2016","N/A","N/A","","","","sd","1161","544","416","1.33","2","mp3","mpeg4","avi","N/A"
"2617","The Amazing Spider-Man","Amazing Spider-Man","Columbia Pictures","PG-13","2012","6.4","Peter Parker is an outcast high schooler
was abandoned by his parents as a boy,
leaving him to be raised by his Uncle
Ben and Aunt May. Like most teenagers,
Peter is trying to figure out who he is
and how he got to be the person he is
today. As Peter discovers a mysterious
briefcase that belonged to his father,
he begins a quest to understand his
parents' disappearance—leading him
directly to Oscorp and the lab of Dr.
Curt Connors, his father's former
partner. As Spider-Man is set on a
collision course with Connors' alter
ego, The Lizard, Peter will make life-
altering choices to use his powers and
shape his destiny to become a hero.","Action - Adventure - Fantasy","N/A","N/A","The untold story begins.","2012-07-04","James Vanderbilt - Alvin Sargent - Steve
Kloves","USA","2:16:17","Marc Webb","Andrew Garfield - Emma Stone - Rhys
Ifans - Denis Leary - Martin Sheen -
Sally Field - Irrfan Khan - Campbell
Scott - Embeth Davidtz - Chris Zylka -
Max Charles - C. Thomas Howell - Jake
Keiffer - Kari Coleman - Stan Lee -
Hannah Marks - Kelsey Asbille - Kevin
McCorkle - Barbara Eve Harris - Danielle
Burgio - Michael Barra - Leif Gantvoort
- Andy Pessoa - Andy Gladbach - Ring
Hendricks-Tellefsen - Tom Waite - Keith
Campbell - Steve DeCastro - James Chen -
Zoey Deutch","edb://1930","","","0","","N/A","01/19/2016","01/19/2016","eng","N/A","N/A","N/A","srt","1080","2101","1920","804","2.35","2","aac","h264","mp4","24p"
"1106","American Sniper","N/A","Village Roadshow Pictures","R","2015","7.5","U.S. Navy SEAL Chris Kyle takes his sole
mission—protect his comrades—to heart
and becomes one of the most lethal
snipers in American history. His
pinpoint accuracy not only saves
countless lives but also makes him a
prime target of insurgents. Despite
grave danger and his struggle to be a
good husband and father to his family
back in the States, Kyle serves four
tours of duty in Iraq. However, when he
finally returns home, he finds that he
cannot leave the war behind.","War - Action","N/A","N/A","The most lethal sniper in U.S. history.","2015-01-16","Jason Hall - Scott McEwen - Chris Kyle -
James Defelice","USA","2:12:39","Clint Eastwood","Bradley Cooper - Kyle Gallner - Cole
Konis - Ben Reed - Elise Robertson -
Luke Sunshine - Troy Vincent - Brandon
Salgado Telis - Keir O'Donnell -
Marnette Patterson - Jason Hall - Billy
Miller - Leonard Roberts - Jason Walsh -
Reynaldo Gallegos - Kevin Lacz - Jake
McDorman - Cory Hardrict - Eric Ladin -
Sienna Miller - Brando Eaton - James
Ryen - Luke Grimes - Jonathan Kowalsky -
Shane Habberstad - Sammy Sheik - Kevin
Ryan - Evan Gamble - Benjamin Mathes -
Tim Griffin - Luis Jose Lopez - Brian
Hallisay - Erik Audé - Had Mhidi Senhaji
- Navid Negahban - Fehd Benchemsi - Eric
Close - Zack Duhame - Mido Hamada -
Kathe Mazur - Sam Jaeger - Chance Kelly
- Ryan Sadaghiani - Ayman Samman - Assaf
Cohen - Fahim Fazli - Salah Salea -
Hector Bucio - Aidan McGraw - Jonathan
Groff - Melissa Hayden - Ferguson Reid -
Mark Thomason - Pamela Denise Weaver -
Amie Farrell - Quay Terry - James D.
Dever - Tami Goveia - Leon Charles
Farmer - Paul Meixner - Victoria Reina
Sigloch - Joel Lambert - Owain Yeoman -
Tony Nevada - Brett Edwards - Nick
Salter - Ricky Ryba - Greg Duke - Max
Charles - Jet Jurgensmeyer - Madeleine
McGraw - Elizabeth Schmidt - Robert
Clotworthy - Bryan Anderson - Jacob
Schick - Wade White - Anthony Jennings -
Vincent Selhorst-Jones - Emerson Brooks
- E.R. Ruiz","edb://190859","","","0","","N/A","11/22/2015","01/04/2016","eng","N/A","eng - spa - dut - swe","N/A - N/A - N/A - N/A","srt - srt - srt - srt","576","3699","1024","426","2.35","6","ac3","h264","mkv","24p"
